platform,architecture,packer,option,name,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15
Windows7,32bit,mpress,Default,OptionalFeatures.exe,96.0,232.0,0.0,0.0,0.0,0.0,88.0,5.0,159.0,2.0,0.0,0.0,139.0,48.0,3.0
Windows8,32bit,mpress,Default,mpnotify.exe,96.0,232.0,0.0,0.0,0.0,0.0,88.0,5.0,159.0,2.0,0.0,0.0,139.0,48.0,3.0
Windows10,32bit,Themida,Advanced Level1,dfrgui.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level1,ComputerDefaults.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,FXSSVC.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,SnippingTool.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level2,EaseOfAccessDialog.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,AuditShD.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,SystemResetPlatform.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,manage-bde.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,WSCollect.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,RestoreOptIn.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,Dism.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,RMActivate.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,dxdiag.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,upnpcont.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,chglogon.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,RdpSaProxy.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,ComputerDefaults.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,xcopy.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level1,hwrreg.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level2,baaupdate.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,Dxpserver.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,ROUTE.EXE,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,Defrag.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,notepad.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level1,EhStorAuthn.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,cttune.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,DeviceDisplayObjectProvider.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level2,FXSSVC.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,Narrator.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,ntkrnlpa.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,WMIC.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,ktmutil.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,winver.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,certreq.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,EhStorAuthn.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,IMTCPROP.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,aitagent.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,findstr.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,Magnify.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,SystemPropertiesRemote.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,SystemPropertiesPerformance.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,LaunchTM.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level2,GamePanel.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,odbcad32.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,write.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level1,ApproveChildRequest.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,AdapterTroubleshooter.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,Utilman.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,dccw.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,dispdiag.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,EaseOfAccessDialog.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,icacls.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,efsui.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,extrac32.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,pcalua.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,RpcPing.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Disable,write.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,bdeunlock.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,GamePanel.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,powershell.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,OptionalFeatures.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,rekeywiz.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,BdeUISrv.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,IMTCLNWZ.EXE,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,UserAccountControlSettings.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,comp.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,winrs.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,mctadmin.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,msdtc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,ie4uinit.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,fsutil.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,DFDWiz.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,SystemPropertiesDataExecutionPrevention.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level1,manage-bde.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,RmClient.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,systemreset.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,fhmanagew.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Disable,cmd.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,IMJPUEX.EXE,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,qwinsta.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level2,WorkFolders.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,bootsect.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level2,DevicePairingWizard.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,CertEnrollCtrl.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,certutil.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,InfDefaultInstall.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,pcwrun.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,IMEWDBLD.EXE,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,EhStorAuthn.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,forfiles.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,wuauclt.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,Register-CimProvider.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,ApproveChildRequest.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,irftp.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level1,GamePanel.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,sc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,finger.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,ntprint.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,auditpol.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,control.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,PushPrinterConnections.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,hwrreg.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,vdsldr.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,netiougc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,calc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,iexpress.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,wsqmcons.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level2,hwrreg.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,CloudStorageWizard.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,UI0Detect.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Disable,cmd.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level2,dfrgui.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,conhost.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level1,cmd.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,reset.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,appidcertstorecheck.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level1,dpapimig.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,MbaeParserTask.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,logman.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,dllhst3g.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,MdRes.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level1,dpapimig.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,pwlauncher.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,appidpolicyconverter.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,StikyNot.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,poqexec.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,baaupdate.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,appidcertstorecheck.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,cttune.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Level1,dxdiag.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,wimserv.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Disable,SnippingTool.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,wbemtest.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,FileHistory.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,rdpinput.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,prevhost.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level2,SnippingTool.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,shutdown.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,takeown.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,WMIADAP.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,pcawrk.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Disable,Magnify.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,waitfor.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,mspaint.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,cscript.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Advanced Disable,calc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,at.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows7,32bit,Themida,Disable Level2,lpksetup.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Disable Level2,changepk.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Level2,changepk.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows10,32bit,Themida,Ultra Disable,EhStorAuthn.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,dvdplay.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
Windows8,32bit,Themida,Disable Level2,SettingSyncHost.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,137.0,195.0,64.0,45.0,0.0
